id,title,subtitle,content,table_content,url,meta_data,질문,답,테이블
10172,,어학연수생 학점인정제도// 학점 인정가능 어학원," - 본교 학술교류 해외대학 부설어학원- 해외 정규대학(University, College) 부설어학원※ 유네스코 산하 IAU(International Association of Universities) 등록 대학 기준: www.iau-aiu.net/content/institutions 확인",,https://www.skku.edu/_res/skku/etc/2022_p10.pdf,-1,학점 인증 가능한 어학원," 본교 학술교류 해외대학 부설어학원- 해외 정규대학(University, College) 부설어학원※ 유네스코 산하 IAU(International Association of Universities) 등록 대학 기준: www.iau-aiu.net/content/institutions 확인",0
10173,수강신청/수업,군 복무 학생 학점인정제도,군 복무중인 학생들이 본교 온라인수업을 수강하고 학점을 취득할 수 있는 제도,,https://www.skku.edu/_res/skku/etc/2022_p10.pdf,-1,군 복무 학생 학점인정제도,군 복무중인 학생들이 본교 온라인수업을 수강하고 학점을 취득할 수 있는 제도,0
10174,,군 복무 학생 학점인정제도// 학점인정 상한," - 학기당 3학점, 군 복무 중 6학점• 대상자: 성균관대학교 소속 입대휴학자로 현재 복무중인 학생",,https://www.skku.edu/_res/skku/etc/2022_p10.pdf,-1,군 복무 학생 학점인정제도 최대 몇 학점,"- 학기당 3학점, 군 복무 중 6학점",0
10175,,군 복무 학생 학점인정제도// 개설강좌, - 개설강좌는 매학기 다르므로 학교 공지사항 또는 나라사랑포털 공지사항확인 필요- 교양강좌 3~5강좌 내외로 개설됨(전공수업은 개설되지 않음),,https://www.skku.edu/_res/skku/etc/2022_p10.pdf,-1,군 복무 학생 개설 강좌,개설강좌는 매학기 다르므로 학교 공지사항 또는 나라사랑포털 공지사항확인 필요- 교양강좌 3~5강좌 내외로 개설됨(전공수업은 개설되지 않음),0
10176,,군 복무 학생 학점인정제도// 수업료,"학점당 91.000원- 국방부 수업료 50% 지원 (※ 대상자 : 현역 병사, 상근예비역만 지원됨) (예시) 3학점 수업의 경우, 273,000원이나, 국방부 수업료 50%지원 대상자는 추후 e-머니 계좌로 50% 환급됨",,https://www.skku.edu/_res/skku/etc/2022_p10.pdf,-1,군 복무 학생 학점인정제도 수업료,"학점당 91.000원- 국방부 수업료 50% 지원 (※ 대상자 : 현역 병사, 상근예비역만 지원됨) (예시) 3학점 수업의 경우, 273,000원이나, 국방부 수업료 50%지원 대상자는 추후 e-머니 계좌로 50% 환급됨",0
10177,,군 복무 학생 학점인정제도// 수강신청," - 군 복무 학생은 군 e-러닝 사이트에서만 수강신청 가능하며, 학교 수강신청 페이지에서는 불가능",,https://www.skku.edu/_res/skku/etc/2022_p10.pdf,-1,군 복무 학생 학점인정제도 수강신청," - 군 복무 학생은 군 e-러닝 사이트에서만 수강신청 가능하며, 학교 수강신청 페이지에서는 불가능",0
10178,,군 복무 학생 학점인정제도// 수업 및 시험방식, - 수업: 본교 아이캠퍼스 온라인 수강- 시험: 일반 재학생과 동일하게 오프라인 시험 진행,,https://www.skku.edu/_res/skku/etc/2022_p10.pdf,-1,군 복무 학생 학점인정제도 시험 방식이 뭔가요?, - 수업: 본교 아이캠퍼스 온라인 수강- 시험: 일반 재학생과 동일하게 오프라인 시험 진행,0
10179,,군 복무 학생 학점인정제도// 성적부여방식, - 성적부여방식은 개설강좌마다 다르므로 학교 공지사항 또는 나라사랑포털 공지사항확인 필요- 등급평가 방식(A+ ~ F)- ‘복무 중 학점 취득 내역’이라고 증명서상 명시,,https://www.skku.edu/_res/skku/etc/2022_p10.pdf,-1,군 복무 학생 학점인정제도 성적부여,성적부여방식은 개설강좌마다 다르므로 학교 공지사항 또는 나라사랑포털 공지사항확인 필요- 등급평가 방식(A+ ~ F)- ‘복무 중 학점 취득 내역’이라고 증명서상 명시,0
10180,특별프로그램,Co-op(현장실습) 프로그램,국내외 기업과 산학협력을 기반으로 현장실습을 통해 실무교육 및 실습을 실시하고 이를 통해 학점을 부여하는 산학협력교육과정입니다. 현장에서의 직무경험을 통해 진로를 탐색하고 취업경쟁력을 높일 수 있는 프로그램입니다.,,https://www.skku.edu/_res/skku/etc/2022_p14.pdf,-1,코옵 프로그램,국내외 기업과 산학협력을 기반으로 현장실습을 통해 실무교육 및 실습을 실시하고 이를 통해 학점을 부여하는 산학협력교육과정입니다. 현장에서의 직무경험을 통해 진로를 탐색하고 취업경쟁력을 높일 수 있는 프로그램입니다.,0
10181,,Co-op(현장실습) 프로그램// 현장실습 이수자격," - 2학기 이상 이수한 학생 (예: 2022학년도 입학자의 경우, 2개 학기(2022-1학기, 2학기)를 이수하고 겨울방학부터 현장실습 가능) - 졸업예정자는 마지막 계절수업에 현장실습을 신청할 수 없음",,https://www.skku.edu/_res/skku/etc/2022_p14.pdf,-1,현장실습 신청 대상,"2학기 이상 이수한 학생 (예: 2022학년도 입학자의 경우, 2개 학기(2022-1학기, 2학기)를 이수하고 겨울방학부터 현장실습 가능) - 졸업예정자는 마지막 계절수업에 현장실습을 신청할 수 없음",0
10182,,Co-op(현장실습) 프로그램// 학점인정 관련사항," - 학기 중 현장실습의 경우 (정규학기 현장실습 수강신청(학기 초) ⇨ 실습 수행(학기 중 ⇨ 현장실습 평가를 통한 학점 인정(학기 말))- 방학 중 현장실습의 경우 (계절수업 현장실습 수강신청(학기 말) ⇨ 실습 수행 및 평가(방학 중) ⇨ 현장실습 학점 인정(실습 종료 후))※ 방학 중 현장실습의 경우 계절수업 수강료를 납부하지 않으며, 다음 정규학기 등록을 필하여야 함(수강하는 현장실습교과목의 학점 수만큼 다음 정규학기 수강가능학점 수에서 차감되며, 다음 정규학기를 등록하지 않을 경우 학점 인정 불가) (예 : 2022학년도 겨울방학 현장실습으로 3학점을 수강하였을 경우, → 2023학년도 1학기 수강가능학점 수(18학점) – 2022학년도 겨울방학 현장실습 수강학점 수(3학점) = 2023학년도 1학기 수강가능학점 수(15학점))",,https://www.skku.edu/_res/skku/etc/2022_p14.pdf,-1,현장실습 학점 인정,"방학 중 현장실습의 경우 계절수업 수강료를 납부하지 않으며, 다음 정규학기 등록을 필하여야 함(수강하는 현장실습교과목의 학점 수만큼 다음 정규학기 수강가능학점 수에서 차감되며, 다음 정규학기를 등록하지 않을 경우 학점 인정 불가) (예 : 2022학년도 겨울방학 현장실습으로 3학점을 수강하였을 경우, → 2023학년도 1학기 수강가능학점 수(18학점) – 2022학년도 겨울방학 현장실습 수강학점 수(3학점) = 2023학년도 1학기 수강가능학점 수(15학점))",0
10183,,Co-op(현장실습) 프로그램// 현장실습 기간," - 최소 1개월 이상(실 출근일 20일 이상) [* 1개월 미만일 경우, 학점으로 불인정]",,https://www.skku.edu/_res/skku/etc/2022_p14.pdf,-1,현장실습 인정 조건,"최소 1개월 이상(실 출근일 20일 이상) [* 1개월 미만일 경우, 학점으로 불인정]",0
10184,,Co-op(현장실습) 프로그램// 실습기간별 인정 가능학점,,"<s>구분<t>교과목명<t>실습기간<t>인정학점<n>전공<t>○○○현장실습1<t>4주<t>3학점  이하<n>전공<t>○○○현장실습2<t>4주<t>3학점  이하<n>전공<t>○○○현장실습3<t>5~6주<t>4학점  이하<n>전공<t>○○○현장실습4<t>7~8주<t>5학점  이하<n>전공<t>○○○현장실습5<t>12주  이상<t>18학점  이하<n>일반선택<t>현장실습1,2,3<t>4주  이상<t>각  1학점",https://www.skku.edu/_res/skku/etc/2022_p14.pdf,1,현장실습 실습기간별 인정 가능학점,"<s>구분<t>교과목명<t>실습기간<t>인정학점<n>전공<t>○○○현장실습1<t>4주<t>3학점  이하<n>전공<t>○○○현장실습2<t>4주<t>3학점  이하<n>전공<t>○○○현장실습3<t>5~6주<t>4학점  이하<n>전공<t>○○○현장실습4<t>7~8주<t>5학점  이하<n>전공<t>○○○현장실습5<t>12주  이상<t>18학점  이하<n>일반선택<t>현장실습1,2,3<t>4주  이상<t>각  1학점",1
10185,,Co-op(현장실습) 프로그램// 문의,"현장실습지원센터031-299-4447, 031-290-5401, 031-290-5081",,https://www.skku.edu/_res/skku/etc/2022_p14.pdf,-1,현장실습 전화번호,"현장실습지원센터031-299-4447, 031-290-5401, 031-290-5081",0
10186,특별프로그램,창업실습/창업현장실습 프로그램,창업 준비활동 및 창업 활동을 통해 학습 목표 달성이 가능할 경우 이를 학점으로 인정하는 교육과정입니다. 창업으로 인한 학업 중단을 최소화하고 재학 중 창업 활동에 몰두하게 함으로써 진로 탐색의 폭을 넓힐 수 있는 프로그램입니다.,,https://www.skku.edu/_res/skku/etc/2022_p14.pdf,-1,창업현장실습 프로그램,창업 준비활동 및 창업 활동을 통해 학습 목표 달성이 가능할 경우 이를 학점으로 인정하는 교육과정입니다. 창업으로 인한 학업 중단을 최소화하고 재학 중 창업 활동에 몰두하게 함으로써 진로 탐색의 폭을 넓힐 수 있는 프로그램입니다.,0
10187,,창업실습/창업현장실습 프로그램// 신청자격[창업실습]," - 학사과정생 신입학자로서 2회 이상 등록한 재학생 또는 편입학자로서 1회 이상 등록한 재학생(유급학기 제외)- 교내(창업교육센터, 창업지원단) 창업동아리에서 활동 중인 학생 또는 창업동아리 가입 예정 학생, 또는 창업에 관심 있는 학생- 당해 학기 등록을 필한 학생[창업현장실습] - 학사과정생 신입학자로서 2회 이상 등록한 재학생 또는 편입학자로서 1회 이상 등록한 재학생(유급학기 제외)- 창업 교과목을 1과목 이상 이수한 학생- 창업 기업의 사업자등록증 상 대표(공동대표 포함)인 학생 (수강신청일 기준으로 최소 1개월 이전에 창업한 경우)- 당해 학기 등록을 필한 학생",,https://www.skku.edu/_res/skku/etc/2022_p14.pdf,-1,창업현장실습 신청자격,"학사과정생 신입학자로서 2회 이상 등록한 재학생 또는 편입학자로서 1회 이상 등록한 재학생(유급학기 제외)- 교내(창업교육센터, 창업지원단) 창업동아리에서 활동 중인 학생 또는 창업동아리 가입 예정 학생, 또는 창업에 관심 있는 학생- 당해 학기 등록을 필한 학생[창업현장실습] - 학사과정생 신입학자로서 2회 이상 등록한 재학생 또는 편입학자로서 1회 이상 등록한 재학생(유급학기 제외)- 창업 교과목을 1과목 이상 이수한 학생- 창업 기업의 사업자등록증 상 대표(공동대표 포함)인 학생 (수강신청일 기준으로 최소 1개월 이전에 창업한 경우)- 당해 학기 등록을 필한 학생",0
10188,,창업실습/창업현장실습 프로그램// 신청 시기 및 학점 인정 절차[창업실습]," - 신청 시기: 일반 교과목과 동일 기간에 수강 신청- 학점인정 절차: 일반 정규수업과 동일하게 진행되며 정해진 커리큘럼에 따라 수업 이수 후 학점 취득 [창업현장실습] - 신청 시기 및 방법 ① 창업현장실습 신청기간: 2022. 1. 19.(수) ~ 2. 2.(수), 09시 ~ 17시 ② 신청방법: 킹고포털 → 챌린지스퀘어 → 취업/창업활동 → 창업현장실습 신청 ③ 제출서류: 창업현장실습수행계획서, 개인정보 수집·이용 동의서(하단 양식 첨부), 사업자등록증(2주 이내 발급 서류) 작성 후 스캔하여 PDF 파일로 챌린지스퀘어 제출 ④ 창업지원단 창업교육‧학사관리위원회의 심의를 통해 신청 자격 적합 심사 ⑤ 수강신청 기간에 해당 교과목 수강신청 완료- 학점 인정 절차: 학기 중 활동 요건으로 부과된 활동을 충실히 이행한 후 제반 서류를 학기 종료 전까지 창업지도교수(교과목 담당교수)에게 제출[활동 요건]- 학기종료일까지 창업한 기업 대표(혹은 공동대표)로서 창업활동을 성실히 수행할 것- 담당교수로부터 3회 이상 지도 받고 그 내용을 작성하여 제출- 창업활동 결과보고서(월별 매출현황 및 활동 결과(증빙서류, 제품, 자체분석 등) 제출- 담당교수(지도교수)의 현장점검 확인서 제출[기타]- 창업대체학점인정제도 운영 지침을 반드시 숙지하고 신청",,https://www.skku.edu/_res/skku/etc/2022_p14.pdf,-1,창업현장실습  신청 시기,"신청 시기: 일반 교과목과 동일 기간에 수강 신청- 학점인정 절차: 일반 정규수업과 동일하게 진행되며 정해진 커리큘럼에 따라 수업 이수 후 학점 취득 [창업현장실습] - 신청 시기 및 방법 ① 창업현장실습 신청기간: 2022. 1. 19.(수) ~ 2. 2.(수), 09시 ~ 17시 ② 신청방법: 킹고포털 → 챌린지스퀘어 → 취업/창업활동 → 창업현장실습 신청 ③ 제출서류: 창업현장실습수행계획서, 개인정보 수집·이용 동의서(하단 양식 첨부), 사업자등록증(2주 이내 발급 서류) 작성 후 스캔하여 PDF 파일로 챌린지스퀘어 제출 ④ 창업지원단 창업교육‧학사관리위원회의 심의를 통해 신청 자격 적합 심사 ⑤ 수강신청 기간에 해당 교과목 수강신청 완료- 학점 인정 절차: 학기 중 활동 요건으로 부과된 활동을 충실히 이행한 후 제반 서류를 학기 종료 전까지 창업지도교수(교과목 담당교수)에게 제출[활동 요건]- 학기종료일까지 창업한 기업 대표(혹은 공동대표)로서 창업활동을 성실히 수행할 것- 담당교수로부터 3회 이상 지도 받고 그 내용을 작성하여 제출- 창업활동 결과보고서(월별 매출현황 및 활동 결과(증빙서류, 제품, 자체분석 등) 제출- 담당교수(지도교수)의 현장점검 확인서 제출[기타]- 창업대체학점인정제도 운영 지침을 반드시 숙지하고 신청",0
10189,,창업실습/창업현장실습 프로그램// 2022학년도 창업실습/창업현장실습 교과목 편성 및 개설 ,,"<s>주관대학<t>주관학과<t>교과목명<t>학수번호<t>이수구분<t>학점<n>학부대학<t><t>창업실습1<t>GELT054<t>일반선택<t>2<n>학부대학<t><t>창업실습2<t>GELT055<t>일반선택<t>2<n>학부대학<t><t>창업현장실습1<t>GELT056<t>일반선택<t>3<n>학부대학<t><t>창업현장실습2<t>GELT057<t>일반선택<t>6<n>학부대학<t><t>창업현장실습3<t>GELT058<t>일반선택<t>9<n>학부대학<t><t>창업현장실습4<t>GELT059<t>일반선택<t>12<n>학부대학<t><t>창업현장실습5<t>GELT060<t>일반선택<t>15<n>학부대학<t><t>창업현장실습6<t>GELT061<t>일반선택<t>18<n>유학대학<t><t>유학대학창업현장실습1<t>COS3088<t>전공심화<t>3<n>유학대학<t><t>유학대학창업현장실습2<t>COS3089<t>전공심화<t>6<n>유학대학<t><t>유학대학창업현장실습3<t>COS3090<t>전공심화<t>9<n>문과대학<t><t>문과대학창업현장실습1<t>CLA3011<t>전공심화<t>3<n>문과대학<t><t>문과대학창업현장실습2<t>CLA3012<t>전공심화<t>6<n>문과대학<t><t>문과대학창업현장실습3<t>CLA3013<t>전공심화<t>9<n>사회과학대학<t>미디어커뮤니케이션학과<t>미디어창업현장실습<t>MCJ3107 전공심화<t>전공심화<t>3<s>주관대학<t>주관학과<t>교과목명<t>학수번호<t>이수구분<t>학점<n>경영대학<t>글로벌경영학<t>Startup  Field  Practice  1  of  GBA<t>GBA3048<t>전공심화<t>3<n>경영대학<t>글로벌경영학<t>Startup  Field  Practice  2  of  GBA<t>GBA3049<t>전공심화<t>6<n>경영대학<t>앙트레프레너십
연계전공<t>앙트레프레너십창업현장실습1<t>EPN3006<t>전공심화<t>3<n>경영대학<t>앙트레프레너십
연계전공<t>앙트레프레너십창업현장실습2<t>EPN3007<t>전공심화<t>6<n>사범대학<t><t>사범대학창업현장실습1<t>COE3007<t>전공심화<t>3<n>예술대학<t>연기예술학과<t>연기예술학창업현장실습5<t>DAT3063<t>전공심화<t>15<n>정보통신대학<t><t>정보통신창업현장실습1<t>ICE3046<t>전공심화<t>3<n>정보통신대학<t><t>정보통신창업현장실습2<t>ICE3047<t>전공심화<t>6<n>정보통신대학<t><t>정보통신창업현장실습3<t>ICE3048<t>전공심화<t>9<n>정보통신대학<t><t>정보통신창업현장실습4<t>ICE3049<t>전공심화<t>12<n>소프트웨어
융합대학<t>소프트웨어학과<t>*소프트웨어창업현장실습1<t>SWE3056<t>전공심화<t>3<n>소프트웨어
융합대학<t>소프트웨어학과<t>*소프트웨어창업현장실습2<t>SWE3057<t>전공심화<t>6<n>공과대학<t>화학공학/고분자공학부<t>화학공학창업현장실습<t>ECH3064<t>전공심화<t>3<n>공과대학<t>신소재공학부<t>신소재공학창업현장실습1<t>EAM3084<t>전공심화<t>3<n>공과대학<t>신소재공학부<t>신소재공학창업현장실습2<t>EAM3085<t>전공심화<t>6<n>공과대학<t>신소재공학부<t>신소재공학창업현장실습3<t>EAM3086<t>전공심화<t>9<n>공과대학<t>기계공학부<t>기계공학창업현장실습<t>EME3069<t>전공심화<t>3<n>공과대학<t>시스템경영공학과<t>시스템경영공학창업현장실습1<t>ESM3079<t>전공심화<t>3<n>공과대학<t>시스템경영공학과<t>시스템경영공학창업현장실습2<t>ESM3080<t>전공심화<t>6<n>공과대학<t>건축학과<t>건축학창업현장실습1<t>ADD3053<t>전공심화<t>3",https://www.skku.edu/_res/skku/etc/2022_p14.pdf,1,창업현장실습 교과목 편성 및 개설,,1
10190,특별프로그램,글로벌 프로그램// 교환학생 (Exchange Student Program)," - 교환학생 제도란 우리대학과 학생교류 협정을 맺은 외국 협정대학에 한 학기 또는 두 학기 파견하여 수학하는 제도입니다. 교환학생은 매 학기 선발되며 정해진 기간 동안 해외 협정대학에서 수업을 수강하고 돌아와 본교에서 학점을 인정받게 됩니다. 교환학생은 파견되는 해외대학에는 학비를 지불하지 않고 본교에만 등록금을 납부하고, 수업은 모두 협정대학에서 수강하게 됩니다. 이 프로그램에 선발된 학생을 교환학생(Exchange Student)이라 합니다.",,https://www.skku.edu/_res/skku/etc/2022_p14.pdf,-1,교환학생,"교환학생 제도란 우리대학과 학생교류 협정을 맺은 외국 협정대학에 한 학기 또는 두 학기 파견하여 수학하는 제도입니다. 교환학생은 매 학기 선발되며 정해진 기간 동안 해외 협정대학에서 수업을 수강하고 돌아와 본교에서 학점을 인정받게 됩니다. 교환학생은 파견되는 해외대학에는 학비를 지불하지 않고 본교에만 등록금을 납부하고, 수업은 모두 협정대학에서 수강하게 됩니다. 이 프로그램에 선발된 학생을 교환학생(Exchange Student)이라 합니다.",0
10191,,글로벌 프로그램// 해외수학생 (Study Abroad Program), - 해외수학생 제도란 본교와 학생교류 협정을 맺은 외국 협정대학에 한 학기 또는 두 학기 동안 파견하여 수학하는 제도라는 점에서 교환학생과 차이가 없지만 해외수학생은 교환학생과 달리 본교와 파견되는 해외대학 양교에 모두 등록금을 납부하여야 합니다. 해외수학생의 경제적 부담을 경감하기 위해 해외수학생 장학금으로 본교 수업료의 80%를 지원합니다. (영미권 국가 한정) 해외수학생은 본교와 해외수학협정이 체결되어있는 자매대학 외에 SAF 프로그램을 통해서도 세계 각국의 다양한 대학으로 파견이 가능합니다. ,,https://www.skku.edu/_res/skku/etc/2022_p14.pdf,-1,해외수학생 제도, 해외수학생 제도란 본교와 학생교류 협정을 맺은 외국 협정대학에 한 학기 또는 두 학기 동안 파견하여 수학하는 제도라는 점에서 교환학생과 차이가 없지만 해외수학생은 교환학생과 달리 본교와 파견되는 해외대학 양교에 모두 등록금을 납부하여야 합니다. 해외수학생의 경제적 부담을 경감하기 위해 해외수학생 장학금으로 본교 수업료의 80%를 지원합니다. (영미권 국가 한정) 해외수학생은 본교와 해외수학협정이 체결되어있는 자매대학 외에 SAF 프로그램을 통해서도 세계 각국의 다양한 대학으로 파견이 가능합니다. ,0
10192,,글로벌 프로그램//교환학생과 해외수학생의 공통점," - 파견기간 동안 본교에 등록을 해야 합니다. - 해외 파견대학에서 수학한 학점을 본교에서 인정받게 됩니다. - 국제교류팀의 동일한 선발절차에 응시하여 합격해야 합니다.- 항공료, 숙식비, 기타 생활비는 본인 부담입니다.",,https://www.skku.edu/_res/skku/etc/2022_p14.pdf,-1,해외수학생 본교 등록,"파견기간 동안 본교에 등록을 해야 합니다. - 해외 파견대학에서 수학한 학점을 본교에서 인정받게 됩니다. - 국제교류팀의 동일한 선발절차에 응시하여 합격해야 합니다.- 항공료, 숙식비, 기타 생활비는 본인 부담입니다.",0
10193,,글로벌 프로그램// 교환학생과 해외수학생의 차이점," - 해외수학생은 본교와 파견대학 양 쪽에 등록금을 납부합니다. - 경제적 부담을 경감하기 위해 해외수학생은 본교에서 해외수학장학금 (SKKU Global Scholarship)으로 학생의 우리대학 수업료 중 80%를 지급받습니다.(영미권 국가 한정, 교내 장학금의 경우 중복수혜 가능) ",,https://www.skku.edu/_res/skku/etc/2022_p14.pdf,-1,해외수학생과 교환학생은 뭐가 다른가요?,"해외수학생은 본교와 파견대학 양 쪽에 등록금을 납부합니다. - 경제적 부담을 경감하기 위해 해외수학생은 본교에서 해외수학장학금 (SKKU Global Scholarship)으로 학생의 우리대학 수업료 중 80%를 지급받습니다.(영미권 국가 한정, 교내 장학금의 경우 중복수혜 가능) ",0
10194,,글로벌 프로그램// 교환학생/해외수학생 지원자격,,"<s>기준<t>학사과정생<t>편입생<t>대학원생<n>최소  이수학기
(파견시점)<t>2학기  이상<t>1학기  이상<t>1학기  이상<n>어학자격<t>파견대학마다  다름
(일부  대학  TOEIC으로  파견  가능)<t>파견대학마다 다름
(일부 대학 TOEIC으로 파견 가능)<t>파견대학마다 다름
(일부 대학 TOEIC으로 파견 가능)<n>학점<t>F학점  제외한  전학년  평점평균  3.0  이상<t>F학점 제외한 전학년 평점평균 3.0 이상<t>F학점 제외한 전학년 평점평균 3.0 이상",https://www.skku.edu/_res/skku/etc/2022_p14.pdf,1,해외수학생 지원자격,,1
10195,,글로벌 프로그램// 교환학생/해외수학생 파견기간,,<s>구분<t>학사과정생<t>편입생<t>대학원생<n>파견가능  학기<t>3  ~  7학기<t>2  ~  3학기<t>2  ~  3학기<n>최대  파견가능  학기<t>최대  3학기<t>최대  2학기<t>최대  1학기<n>최대  파견가능  횟수<t>최대  3회<t>최대  2회<t>최대  1회,https://www.skku.edu/_res/skku/etc/2022_p14.pdf,1,해외수학생 파견기간,,1
10196,,글로벌 프로그램// 교환학생/해외수학생 성적인정," - 외국 협정대학에서 취득한 모든 교과목은 전공과목(복수전공 포함) 및 일반 선택과목으로 인정이 가능합니다. 단, 성균교양(중점·균형)학점(기초인문사회영역, 글로벌영역 등) 및 교직 학점으로는 인정되지 않습니다.- 학사과정생(복수학위생 제외)이 외국 협정대학에서 이수한 교과목은 P/F 성적으로 인정받아야 하지만, 학생이 원하는 경우에는 모든 수강과목에 대해 등급 성적으로 부여받을 수 있습니다. 단, 동일 학기에 취득한 성적을 과목별로 취사선택하여 P/F 성적과 등급 성적으로 병행 인정받는 것은 불가합니다.전공인정기준 및 학점변환 관련 세부사항은 소속 학과(또는 인정받고자 하는 전공)별로 일부 상이할 수 있사오니, 추가적으로 자세한 사항은 해당 학과사무실을 통해 확인하시기 바랍니다. ※ 성적인정 관련 사항은‘국내외타대학취득학점인정규정’참조",,https://www.skku.edu/_res/skku/etc/2022_p14.pdf,-1,해외수학생 성적인정," - 외국 협정대학에서 취득한 모든 교과목은 전공과목(복수전공 포함) 및 일반 선택과목으로 인정이 가능합니다. 단, 성균교양(중점·균형)학점(기초인문사회영역, 글로벌영역 등) 및 교직 학점으로는 인정되지 않습니다.- 학사과정생(복수학위생 제외)이 외국 협정대학에서 이수한 교과목은 P/F 성적으로 인정받아야 하지만, 학생이 원하는 경우에는 모든 수강과목에 대해 등급 성적으로 부여받을 수 있습니다. 단, 동일 학기에 취득한 성적을 과목별로 취사선택하여 P/F 성적과 등급 성적으로 병행 인정받는 것은 불가합니다.전공인정기준 및 학점변환 관련 세부사항은 소속 학과(또는 인정받고자 하는 전공)별로 일부 상이할 수 있사오니, 추가적으로 자세한 사항은 해당 학과사무실을 통해 확인하시기 바랍니다. ※ 성적인정 관련 사항은‘국내외타대학취득학점인정규정’참조",0
10197,,글로벌 프로그램// 교환학생/해외수학생 지원방법," - 매년 1월(2학기 파견) 및 7월(다음학년도 1학기 파견)에 교환학생을 선발하고 있습니다. 학교 홈페이지 국제교류팀 게시판을 통해 선발공지가 게시되고, 신청서는 GLS를 통해 제출합니다.- 신청서 제출 전에 외국 협정대학에서 요구하는 어학점수, 성적 등 자격 요건을 갖춰야 하므로, 파견계획 시점 전에 미리 계획을 세우고 준비해야 합니다.",,https://www.skku.edu/_res/skku/etc/2022_p14.pdf,-1,해외수학생 지원방법," - 매년 1월(2학기 파견) 및 7월(다음학년도 1학기 파견)에 교환학생을 선발하고 있습니다. 학교 홈페이지 국제교류팀 게시판을 통해 선발공지가 게시되고, 신청서는 GLS를 통해 제출합니다.- 신청서 제출 전에 외국 협정대학에서 요구하는 어학점수, 성적 등 자격 요건을 갖춰야 하므로, 파견계획 시점 전에 미리 계획을 세우고 준비해야 합니다.",0
10198,,글로벌 프로그램// 교환학생/해외수학생 학생선발," - 지원자격을 갖춘 모든 교환학생/해외수학생 지원자를 대상으로 면접을 실시하고, 평점평균점수와 면접점수를 합산하여 학생을 선발합니다.",,https://www.skku.edu/_res/skku/etc/2022_p14.pdf,-1,해외수학생 선발," - 지원자격을 갖춘 모든 교환학생/해외수학생 지원자를 대상으로 면접을 실시하고, 평점평균점수와 면접점수를 합산하여 학생을 선발합니다.",0
10199,,글로벌 프로그램// 교환학생/해외수학생 파견준비," - 학교 홈페이지 공지사항에 있는 교환학생 선발 공고를 참조하여 파견 희망지역 및 파견 희망대학을 탐색합니다.- 희망대학 탐색 시에는 본인 전공에 맞는 교과목들이 개설되어 있는지 확인해야 합니다. (교과목의 수업언어도 반드시 체크)- 희망대학이 결정되면 해당 대학에서 요구하는 어학점수를 준비하고, 파견대학의 최저학점기준을 충족할 수 있도록 학점관리를 합니다.- 1월 또는 7월 교환학생 선발 기간에 맞춰 GLS를 통해 신청합니다.",,https://www.skku.edu/_res/skku/etc/2022_p14.pdf,-1,해외수학생 준비 사항 있나요?,"- 학교 홈페이지 공지사항에 있는 교환학생 선발 공고를 참조하여 파견 희망지역 및 파견 희망대학을 탐색합니다.- 희망대학 탐색 시에는 본인 전공에 맞는 교과목들이 개설되어 있는지 확인해야 합니다. (교과목의 수업언어도 반드시 체크)- 희망대학이 결정되면 해당 대학에서 요구하는 어학점수를 준비하고, 파견대학의 최저학점기준을 충족할 수 있도록 학점관리를 합니다.- 1월 또는 7월 교환학생 선발 기간에 맞춰 GLS를 통해 신청합니다.",0
10200,,글로벌 프로그램// 교환학생/해외수학생 유의사항," - 합격 취소: 선발 후 개인사정으로 파견을 포기하는 경우, 그로 인해 발생할 수 있는 비용은 본인이 부담해야 하며, 또한 1지망 합격 이후 취소하는 경우 추후 교환학생 프로그램 지원 시 불이익이 있을 수 있습니다.- 유학생 보험 가입: 파견기간 동안 유학생을 대상으로 한 보험에 반드시 가입하여 불의에 발생할 수 있는 각종 사고에 대비하여야 합니다. - 수학보고서 제출: 파견대학에서 수학을 마치고 귀국한 후 2주일 이내에 파견기간 동안의 학업경험과 현장정보를 담은 수학보고서를 국제교류 홈페이지에 온라인으로 제출해야 합니다. ",,https://www.skku.edu/_res/skku/etc/2022_p14.pdf,-1,해외수학생 포기,"합격 취소: 선발 후 개인사정으로 파견을 포기하는 경우, 그로 인해 발생할 수 있는 비용은 본인이 부담해야 하며, 또한 1지망 합격 이후 취소하는 경우 추후 교환학생 프로그램 지원 시 불이익이 있을 수 있습니다.",0
